uid,has_photo,sex,has_mobile,followers_count,contacts,relatives,relation,personal,activities,music,movies,tv,books,about,quotes,albums,audios,followers,friends,pages,photos,subscriptions,videos,clips_followers,age,city,country
637900768,1,1,1,24,0,1,1,1,1,1,1,1,1,1,1,0,144,24,207,5,4,97,0,231,24,,
637860230,1,1,1,7,0,1,1,1,1,1,1,1,1,1,1,0,0,7,216,0,4,149,0,223,27,,
637764985,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,145,81,,6,0,,26,,
637761111,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,133,22,,4,0,,27,,1
637743759,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,57,0,504,29,12,15,4,504,,,1
637714893,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,103,25,,0,0,,24,1,1
637706796,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1271,38,,211,0,,26,1,1
637695571,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1283,0,,223,0,,23,1,1
637692343,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,190,41,,1,0,,,,1
637682450,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1295,50,,212,0,,24,1,1
637679685,1,2,1,2,0,1,1,1,1,1,1,1,1,1,1,0,4,2,174,5,2,3,5,176,25,1,1
637652576,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,169,7,,0,0,,,,1
637651856,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,125,4,,5,0,,,,1
637612008,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1252,0,,206,0,,24,1,1
637491559,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1231,0,,239,0,,23,1,1
637485459,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1269,0,,217,0,,23,1,1
637474309,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1219,0,,231,0,,26,1,1
637433996,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,101,4,,0,0,,24,,1
637332888,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,3,0,17,8,3,0,1,17,38,109,1
637150415,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,20,0,127,8,2,11,11,127,,,1
637130208,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,6,,19,0,,32,99,1
637071967,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,158,2,,39,0,,32,99,1
636955325,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,110,1,176,4,2,80,106,177,22,106,1
636852506,1,2,1,4,0,1,1,1,1,1,1,1,1,1,1,0,142,4,192,0,2,166,141,196,29,,
636817322,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,80,6,,4,0,,,,
636747431,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,13,0,1,2,,2,1
636570130,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,5,,0,0,,,,
636562571,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,79,0,,0,0,,21,,
636549251,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,121,0,,1,0,,25,,
636532167,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,96,1,,1,0,,21,,
636530566,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,173,1,,4,0,,28,,
636529682,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,96,1,,2,0,,23,,
636448247,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,21,2,,4,0,,30,,1
636420994,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,0,,29,,1
636391853,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
636329770,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,0,,20,,
636311574,1,2,1,2,0,1,1,1,1,1,1,1,1,1,1,1,4,2,101,17,10,0,3,103,25,1,1
636302781,1,2,1,2,0,1,1,1,1,1,1,1,1,1,1,1,2,2,99,20,9,0,4,101,24,1,1
636285139,1,1,1,3,0,1,1,1,1,1,1,1,1,1,1,0,13,3,20,15,5,0,2,23,,106,1
636266158,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,31,,1
636200622,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,90,26,,17,0,,29,146,1
636087209,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,47,59,,0,0,,,,
636073733,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,135,20,,1,0,,28,,
636069407,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,428,14,,35,0,,,2404,1
636067427,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,,,
636061773,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,31,1,,0,0,,25,,
635981824,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,,,1
635932579,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,62,1,,5,0,,28,,
635882715,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,24,,
635819384,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,161,0,,1,0,,31,,1
635808187,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,71,2,,1,0,,27,,1
635687273,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,5,0,0,2,,2,1
635547501,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,217,16,,85,0,,23,106,1
635521798,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,182,21,,85,0,,22,108,1
635520579,1,2,1,5,0,1,1,1,1,1,1,1,1,1,1,0,0,5,1,25,5,0,0,6,40,151,1
635511935,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,235,10,,80,0,,31,708,1
635510479,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,201,21,,90,0,,,708,1
635509926,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,217,21,,79,0,,35,108,1
635507809,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,186,20,,88,0,,,108,1
635492618,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,184,24,,75,0,,,708,1
635472459,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,207,7,,91,0,,31,108,1
635421987,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,208,26,,83,0,,,106,1
635399928,1,1,1,32,0,1,1,1,1,1,1,1,1,1,1,0,9,32,200,21,6,95,3,232,,106,1
635385952,1,2,1,83,0,1,1,1,1,1,1,1,1,1,1,0,0,83,8,10,9,6,0,91,21,95,1
635359652,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,225,22,,83,0,,23,2404,1
635285313,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,22,,
635281615,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,21,,0,0,,24,,
635278797,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,27,,0,0,,23,,
635278786,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,16,,0,0,,22,,
635278750,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,6,,0,0,,21,,
635277222,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,27,,0,0,,23,,
635266891,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,,,1
635257915,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,31,,0,0,,25,2,1
635185827,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,120,0,,0,0,,26,,
635172605,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,147,3,,151,0,,24,99,1
635166719,1,2,1,4,0,1,1,1,1,1,1,1,1,1,1,0,0,4,37,0,11,5,0,41,26,153,1
635055608,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,55,31,,7,0,,24,,
635031012,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
635023809,1,2,1,15,0,1,1,1,1,1,1,1,1,1,1,0,0,15,12,7,1,0,0,27,,2,1
634981053,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,,,
634980067,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,0,,,,
634967670,1,2,1,7,0,1,1,1,1,1,1,1,1,1,1,0,0,7,27,36,9,14,0,34,28,,
634935598,1,2,1,2,0,1,1,1,1,1,1,1,1,1,1,0,0,2,203,749,8,194,0,205,24,22168,139
634931003,1,1,1,4,0,1,1,1,1,1,1,1,1,1,1,1,9,4,55,1,11,8,4,59,,,1
634387929,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,32,0,200,8,5,8,6,200,,,1
634375358,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,101,25,,0,0,,,,1
634365921,0,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,51,17,,10,0,,31,,1
634338863,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,108,28,,0,0,,,,1
634301455,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,116,20,,0,0,,,,1
634291672,1,2,1,126,0,1,1,1,1,1,1,1,1,1,1,0,0,126,175,33,7,30,0,301,28,1,1
634288055,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,99,30,,0,0,,,,1
634280042,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,10,,0,0,,41,37,1
634277514,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,97,28,,0,0,,,,1
634124510,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,57,25,,37,0,,,,1
634038131,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,,,1
633749973,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,59,2,,0,0,,25,,
633544265,1,2,1,15,0,1,1,1,1,1,1,1,1,1,1,0,25,15,100,73,6,2,6,115,33,,1
633529781,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,25,1,1
633228627,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,17,,1,0,,,33,1
633132574,1,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,22,1,1
633118350,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,2,1,1,1,0,2,14,,
633110335,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,55,0,7,29,0,61,26,,
633098493,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,171,6,7,2,0,171,23,,
632900484,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,16,39,6,11,0,17,23,,
632791069,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,90,16,1,3,0,90,30,,
632776730,1,2,1,21,0,1,1,1,1,1,1,1,1,1,1,0,0,21,151,936,6,178,0,172,14,,
632730726,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,48,,1,0,,59,479,1
632712146,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,,2,0,,,,1
632692896,1,2,0,6,0,1,1,1,1,1,1,1,1,1,1,0,6,6,21,53,5,17,0,27,16,,
632583482,1,2,1,49,0,1,1,1,1,1,1,1,1,1,1,0,0,49,130,245,6,258,0,179,49,1,1
632509172,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,19,15,,6,0,,,,1
632267873,0,1,1,6,0,1,1,1,1,1,1,1,1,1,1,0,0,6,7,0,0,0,1,13,44,99,1
632211309,1,1,1,7,0,1,1,1,1,1,1,1,1,1,1,1,9,7,84,7,21,8,3,91,30,1,1
632164564,1,2,0,41,0,1,1,1,1,1,1,1,1,1,1,0,0,41,48,2,2,0,0,89,19,1122052,1
632073603,1,1,1,12,0,1,1,1,1,1,1,1,1,1,1,1,9,12,344,85,9,84,3,356,22,1,1
632072135,1,2,1,12,0,1,1,1,1,1,1,1,1,1,1,0,58,12,177,102,20,50,7,189,21,1,1
631918679,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,40,0,,50,0,,28,,
631803326,1,1,1,85,0,0,0,0,0,0,0,0,0,0,0,0,593,85,527,0,4,244,294,612,25,41,1
631726552,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,9,21,1,1,0,9,33,,
631687997,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,44,7,,17,0,,,,1
631674567,0,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,42,11,,17,0,,,,1
631613809,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,14,9,,9,0,,,,1
631610012,0,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,49,1,1
631599778,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,34,8,,10,0,,38,,1
631588901,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,10,,8,0,,,,1
631565317,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,22,11,,7,0,,36,,1
631560639,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,20,12,,11,0,,,,1
631555866,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,23,9,,11,0,,38,,1
631550828,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,22,8,,10,0,,,,1
631538542,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,22,7,,6,0,,,,1
631530181,0,1,1,12,0,1,1,1,1,1,1,1,1,1,1,0,0,12,16,8,0,6,0,28,,,1
631471303,1,2,1,2,0,1,1,1,1,1,1,1,1,1,1,1,4,2,7,41,9,0,5,9,26,1,1
631461185,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,53,,0,0,,24,1,1
631415842,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,5,1,5,36,9,0,7,6,25,1,1
631410295,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,35,,0,0,,25,1,1
631409019,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,24,,0,0,,27,1,1
631375804,0,2,1,3,0,1,1,1,1,1,1,1,1,1,1,0,0,3,0,0,0,0,0,3,54,1,1
631330579,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,298,15,,3,0,,29,282,3
631308353,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,28,0,107,16,2,7,12,107,,,1
631077613,1,1,1,10,0,1,1,1,1,1,1,1,1,1,1,0,0,10,54,145,11,124,6,64,45,,
630966326,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,304,83,,5,0,,38,49,1
630895681,0,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,,0,0,,,148,1
630713830,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,0,0,2,59,309,1,94,0,61,56,123,1
630686213,1,2,1,16,0,1,1,1,1,1,1,1,1,1,1,0,0,16,590,0,12,5,0,606,20,,
630482988,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,79,23,,15,0,,14,1,1
630427718,0,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,6,44,0,4,1,7,46,1483,1
630080543,1,2,1,7,0,1,1,1,1,1,1,1,1,1,1,2,0,7,46,13,5,0,1,53,16,3474,1
630073903,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,169,129,,0,0,,36,49,1
630073157,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,169,132,,0,0,,30,49,1
630072426,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,539,83,,5,0,,31,49,1
630071365,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,597,90,,6,0,,55,49,1
629940432,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,32,0,,0,0,,,,
629822744,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,13,30,,0,0,,,,
629725825,0,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,24,0,,31,0,,27,153,1
629620970,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,21,,2,0,,34,,
629530106,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,8,1,289,1,12,2,5,290,24,1,1
629518112,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,19,,2,0,,24,,1
629511310,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,18,0,3,16,2,0,0,3,32,,
629479959,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,104,2,,1,0,,,,
629478682,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,91,8,,0,0,,,2,1
629430420,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,13,1,200,4,10,0,6,201,25,1,1
629378186,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,25,,
629355162,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,12,0,28,12,4,0,3,28,32,,18
629159949,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,295,0,,26,0,,30,1,1
629155523,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,30,156,,4,0,,,49,1
629153884,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,69,179,,4,0,,,49,1
629095533,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,9,,0,0,,44,,1
629014254,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,290,128,,7,0,,,49,1
628821280,1,2,1,28,0,1,1,1,1,1,1,1,1,1,1,0,2,28,3414,100,7,692,37,3442,26,110,1
628372321,1,1,1,16,0,1,1,1,1,1,1,1,1,1,1,1,17,16,0,10,5,0,1,16,28,2,1
628287705,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,160,28,,0,0,,30,,
628284707,1,1,1,87,0,1,1,1,1,1,1,1,1,1,1,0,10,87,83,12,12,5,3,170,22,1,1
628156696,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,688,0,,198,0,,22,,
628119901,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,11,0,18,52,3,1,8,18,25,1,1
627919475,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,268,73,,8,0,,48,95,1
627879634,1,2,1,57,0,0,0,0,0,0,0,0,0,0,0,1,0,57,183,5,15,0,3,240,,1,1
627815802,1,1,1,3,0,1,1,1,1,1,1,1,1,1,1,1,5,3,195,9,9,0,9,198,25,42,1
627788841,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,0,410,2,119,0,4,123,203,121,25,,
627777527,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,9,2,191,10,9,0,7,193,24,42,1
627758996,1,1,1,9,0,1,1,1,1,1,1,1,1,1,1,1,6,9,195,7,9,0,5,204,24,42,1
627731662,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,80,7,,0,0,,,,
627726800,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,66,17,,0,0,,,,
627725573,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,64,9,,0,0,,,106,1
627719915,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,71,8,,0,0,,,,
627719884,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,64,11,,0,0,,,106,1
627719235,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,73,10,,0,0,,,,
627718240,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,74,10,,0,0,,,,
627714828,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,76,14,,0,0,,,,1
627713810,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,73,8,,0,0,,,,
627703972,1,1,1,4,0,1,1,1,1,1,1,1,1,1,1,0,46,4,75,6,5,1,2,79,,,
627703547,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,77,9,,0,0,,,,
627702853,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,72,8,,0,0,,,,
627700837,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,76,0,,0,0,,,,
627586358,1,2,1,7,0,1,1,1,1,1,1,1,1,1,1,0,628,7,352,1,1,238,287,359,35,,
627458748,1,2,1,76,0,1,1,1,1,1,1,1,1,1,1,0,644,76,503,3,1,55,292,579,34,,
627312656,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,4,0,28,0,2,6,5,28,,,1
627183294,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,291,39,,49,0,,32,1147196,1
627017355,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,285,25,,3,0,,28,1,1
626966079,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,118,0,,30,0,,,2,1
626917589,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,3,5,3,0,0,4,20,49,1
626908512,1,1,1,15,0,1,1,1,1,1,1,1,1,1,1,0,0,15,57,247,14,50,0,72,20,,1
626884651,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,20,6,,5,0,,21,49,1
626572539,1,2,1,6,0,1,1,1,1,1,1,1,1,1,1,0,0,6,15,18,13,0,1,21,61,899,1
626509584,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,72,45,,0,0,,,2,1
626501277,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,63,49,,0,0,,,,
626461794,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,19,,0,0,,,,
626031840,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,189,0,,75,0,,,1,1
625872673,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,158,0,,53,0,,26,1,1
625870850,1,2,1,4,0,1,1,1,1,1,1,1,1,1,1,0,73,4,73,23,4,10,12,77,,,
625862422,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,190,19,,0,0,,35,1,1
625785465,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,64,17,,0,0,,,,
625781937,1,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,98,181,9,0,0,116,26,1,1
625743258,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,86,0,,16,0,,51,2,1
625663737,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,267,11,,2,0,,,1,1
625618954,1,2,1,4,0,1,1,1,1,1,1,1,1,1,1,0,29,4,70,14,8,0,4,74,,,
625589545,1,2,1,6,0,1,1,1,1,1,1,1,1,1,1,1,33,6,68,16,14,0,0,74,,,
625589027,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,183,6,,39,0,,,1,1
625588183,1,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,37,6,72,10,8,0,4,78,,,
625584380,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,69,11,,0,0,,,,
625540854,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,150,0,,34,0,,22,1,1
625529625,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,192,0,,46,0,,23,1,1
625511195,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,4,,0,0,,21,99,1
625425832,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,79,25,,1,0,,,,
625420863,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,86,8,,0,0,,,,
625390734,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,2,0,0,3639,767,48,296,10,3639,,,1
625365651,1,1,1,3,0,1,1,1,1,1,1,1,1,1,1,0,0,3,30,162,29,57,0,33,30,223,2
625251756,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,309,14,,96,0,,34,2404,1
625251620,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
625230090,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,6,,6,0,,,,1
625225325,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,51,6,,30,0,,32,,1
625198965,1,2,1,2,0,1,1,1,1,1,1,1,1,1,1,0,44,2,94,76,20,5,23,96,26,151,1
625197818,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,27,0,21,8,3,7,3,21,,,1
625165933,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,44,5,,21,0,,,,1
625001757,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,69,15,,14,0,,25,2,1
624999175,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,62,49,,24,0,,,,1
624832130,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,4,0,0,1,20,,
624710866,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,49,0,,24,0,,,,
624620009,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,11,,0,0,,25,22,1
624580262,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,36,4,,14,0,,,,1
624569622,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,2159,12,,56,0,,,99,1
624527324,1,1,1,186,0,1,1,1,1,1,1,1,1,1,1,7,25,186,725,300,110,103,62,911,30,1,1
624508570,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,59,6,,24,0,,29,,1
624474278,0,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,5,,0,0,,55,8,1
624431379,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,35,145,,17,0,,24,49,1
624415031,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,96,51,,20,0,,,1,1
624391114,1,1,0,31,0,1,1,1,1,1,1,1,1,1,1,0,0,31,323,707,5,334,0,354,,,
624144765,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,17,54,,0,0,,17,,
623786646,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,4,0,1,1,1,4,14,,1
623714264,1,2,1,11,0,1,1,1,1,1,1,1,1,1,1,1,524,11,62,8,22,181,2,73,26,,1
623661584,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,381,3,13,26,0,382,,,
623427675,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
623311401,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,227,0,,14,0,,25,1,1
623191370,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,0,0,2,28,30,4,2,0,30,,314,2
623190177,1,1,1,7,0,1,1,1,1,1,1,1,1,1,1,0,0,7,45,35,9,13,0,52,24,5098,1
623190175,1,1,1,20,0,1,1,1,1,1,1,1,1,1,1,0,0,20,79,20,8,6,0,99,31,49,1
623189367,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,12,0,1,4,0,12,25,,
